City Name,Temperature,Maximum Temp,Wind,Cloudiness,Latitude,Longitude
Omboué,25.96,25.96,2.53,75,-1.5746,9.2618
Ruwi,23.0,23.0,1.54,0,23.5996,58.5507
Jönköping,-1.0,-1.0,2.57,75,57.7814,14.1562
Dzaoudzi,26.0,26.0,2.06,75,-12.7887,45.2699
Rafaela,28.44,28.89,1.79,0,-31.2503,-61.4867
Bilibino,-27.2,-27.2,2.75,100,68.0546,166.4372
Pevek,-26.73,-26.73,5.23,100,69.7008,170.3133
Narón,5.69,6.11,2.57,0,43.5167,-8.1528
Kungurtug,-12.44,-12.44,1.14,2,50.5994,97.5228
Pánuco,25.0,25.0,4.12,1,22.05,-98.1667
Pundaguitan,26.16,26.16,5.14,100,6.3711,126.1689
Saint-Pierre,22.86,24.0,2.57,0,-21.3393,55.4781
Marawi,23.89,23.89,3.13,81,7.9986,124.2928
Maun,22.0,22.0,1.54,0,-19.9833,23.4167
Kumluca,13.87,13.87,3.64,26,36.3703,30.2869
Praia,20.0,20.0,9.26,20,14.9215,-23.5087
Nizhniy Baskunchak,-3.46,-3.46,6.78,41,48.2198,46.8311
Souillac,24.0,24.0,1.54,20,-20.5167,57.5167
Shingū,11.67,11.67,2.22,27,33.7333,135.9833
Rzhev,-19.72,-19.72,1.61,38,56.2624,34.3282
Richards Bay,28.05,28.05,6.04,11,-28.783,32.0377
Williams Lake,4.0,4.0,3.6,40,52.1415,-122.1445
Vila Velha,22.88,23.0,1.54,90,-20.3297,-40.2925
Bambanglipuro,24.04,24.04,1.95,98,-7.95,110.2833
Churapcha,-14.29,-14.29,6.03,100,62.0025,132.4325
Huarmey,23.27,23.27,1.94,37,-10.0681,-78.1522
Porbandar,21.57,21.57,2.6,0,21.6422,69.6093
Tornio,-26.0,-26.0,0.51,0,65.8481,24.1466
Batagay-Alyta,-20.62,-20.62,1.64,100,67.8006,130.4114
Belyy Yar,-9.0,-9.0,1.0,81,53.6039,91.3903
Utena,-3.95,-3.95,4.16,100,55.5,25.6
Azare,24.39,24.39,3.12,0,11.6765,10.1948
Radès,13.0,13.0,1.54,20,36.7681,10.2753
Vanderhoof,3.99,3.99,3.94,7,54.0166,-124.0198
Bahçe,7.0,7.0,2.06,40,37.1972,36.5766
Markova,-5.13,-5.13,1.14,99,48.6758,24.4138
Kahului,21.68,23.0,1.54,40,20.8947,-156.47
Grindavik,1.0,1.0,9.26,90,63.8424,-22.4338
Maragogi,26.74,26.74,4.53,32,-9.0122,-35.2225
Byron Bay,22.99,24.0,4.63,60,-28.65,153.6167
Baykit,-14.95,-14.95,1.51,100,61.67,96.37
Rongcheng,7.35,7.35,1.4,11,30.634,117.8517
San Andrés,26.84,26.84,9.57,87,12.5847,-81.7006
Asău,0.56,0.56,0.97,100,46.4333,26.4
Bogovarovo,-26.47,-26.47,3.04,68,58.9785,47.0246
Rūdbār,18.09,18.09,1.31,0,30.15,62.6
Terdāl,19.1,19.1,0.56,0,16.5,75.05
Carlsbad,15.45,17.0,6.69,20,33.1581,-117.3506
Tonalá,30.0,30.0,4.63,75,20.6167,-103.2333
Itoman,18.44,20.0,8.23,75,26.1247,127.6694
Norman Wells,-16.0,-16.0,5.66,1,65.282,-126.8329
Noyon,2.39,3.33,3.6,0,49.5833,3.0
Azpeitia,9.07,9.44,0.45,84,43.1825,-2.2669
Ṭikāpur,17.57,17.57,2.4,0,28.5,81.1333
Shebalino,-6.24,-6.24,2.76,0,51.2917,85.6772
Berlevåg,-9.12,-8.0,7.72,0,70.8578,29.0864
Maceió,25.0,25.0,3.6,0,-9.6658,-35.7353
Port-Gentil,28.0,28.0,3.09,40,-0.7193,8.7815
São João Batista,20.0,20.0,0.89,40,-27.2761,-48.8494
‘Āhuimanu,23.53,25.0,6.69,90,21.4447,-157.8378
Gondanglegi,22.99,22.99,1.38,77,-7.7479,112.0132
Tarabuco,9.98,9.98,3.57,6,-19.1667,-64.9167
Palmer,11.0,11.0,7.2,20,42.1584,-72.3287
Mujiayingzi,3.09,3.09,3.25,100,42.1167,118.7833
Zaranj,15.41,15.41,1.65,44,30.9667,61.8833
Acaraú,26.6,26.6,5.77,100,-2.8856,-40.12
Kilindoni,26.99,26.99,5.86,11,-7.9139,39.6668
Venice,23.74,24.0,6.69,40,27.0998,-82.4543
Vaasa,-15.24,-15.0,2.57,0,63.096,21.6158
Yangi Marg`ilon,11.0,11.0,2.06,100,40.4272,71.7189
Catacocha,12.72,12.72,0.56,100,-4.0667,-79.6333
Cairns,27.46,28.89,3.09,27,-16.9167,145.7667
Lokot',-14.65,-14.65,1.62,0,52.565,34.5776
Tawang Town,2.96,2.96,0.41,96,27.5833,91.8667
Mokhotlong,11.25,11.25,2.69,77,-29.2894,29.0675
Ljungby,-0.67,0.0,2.06,90,56.8332,13.9408
Faya,16.5,17.0,1.23,0,18.3851,42.4509
Luwuk,24.6,24.6,0.69,100,-0.9516,122.7875
Siniscola,11.0,11.0,3.09,75,40.5719,9.6922
Tessalit,23.39,23.39,3.28,0,20.1986,1.0114
Quelimane,28.0,28.0,4.12,0,-17.8786,36.8883
Porto Seguro,26.0,26.0,5.66,20,-16.4497,-39.0647
Baghdad,13.0,13.0,1.03,0,33.3406,44.4009
Acajutla,29.51,32.0,4.12,0,13.5928,-89.8275
Ust-Tsilma,-25.21,-25.21,2.35,93,65.441,52.1498
Kokopo,27.98,27.98,0.32,96,-4.352,152.2633
Agüimes,16.79,17.0,10.29,40,27.9054,-15.4461
Fuerte Olimpo,27.09,27.09,1.79,0,-21.0415,-57.8738
Coquimbo,19.0,19.0,3.09,75,-29.9533,-71.3436
Hājīpur,18.0,18.0,1.36,0,25.6833,85.2167
Arrondissement de Villefranche-de-Rouergue,1.42,2.78,3.6,0,44.3333,2.0
Mvuma,15.71,15.71,1.81,3,-19.2792,30.5283
Khāsh,10.15,10.15,1.17,0,28.2211,61.2158
Mitsamiouli,27.59,27.59,2.93,20,-11.3847,43.2844
Veseloyarsk,-5.9,-5.9,3.64,58,51.2836,81.1056
Kokuy,-13.23,-13.23,1.64,67,52.2037,117.5529
Vila Franca do Campo,15.0,15.0,2.57,75,37.7167,-25.4333
Jiangkou,13.0,13.0,5.0,90,25.4872,119.1986
Ojinaga,25.55,26.0,2.81,1,29.5667,-104.4167
Bantry,9.0,9.0,11.83,75,51.6833,-9.45
Manuk Mangkaw,27.88,27.88,3.53,100,4.8,119.85
Hoquiam,9.1,10.0,3.6,75,46.9809,-123.8893
Port Augusta,20.68,21.0,4.63,75,-32.5,137.7667
Zhangaözen,-0.47,-0.47,3.08,0,43.3,52.8
Palora,22.0,22.0,4.63,75,-1.7,-77.9333
Ambilobe,23.49,23.49,0.71,100,-13.2,49.05
Puerto Colombia,27.0,27.0,5.14,75,10.9878,-74.9547
Innisfail,25.22,25.22,2.01,5,-17.5333,146.0333
Yorkton,-5.0,-5.0,4.12,90,51.2167,-102.4677
Otaru,2.34,2.78,2.06,75,43.1894,141.0022
Huaicheng,16.98,16.98,0.75,73,23.9051,112.1931
Korla,6.16,6.16,0.75,47,41.7597,86.1469
Kaniama,18.25,18.25,1.39,29,-7.5667,24.1833
Hambantota,25.05,25.05,4.7,70,6.1241,81.1185
Maniitsoq,-8.27,-8.27,6.43,99,65.4167,-52.9
Malé,28.0,28.0,1.03,75,4.1748,73.5089
Khasan,0.79,0.79,4.17,0,42.4308,130.6434
Tintigny,2.22,2.22,1.69,88,49.6833,5.5135
Pushkinskiye Gory,-6.56,-6.56,2.85,100,57.0209,28.9103
Ibipeba,25.33,25.33,1.88,71,-11.6408,-42.0111
